Name,Address,Phone number,Website,Rating,Number of ratings,Governorate,location Link,Plus code,Latitude,Longitude,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Photo 11,Photo 12,Photo 13,Photo 14,Photo 15,Photo 16,Photo 17,Photo 18,Photo 19,Photo 20,Category,Region,Place description
Cleopatra Bazar Bostan Branch,"In front of Dana Beach Hotel, Sahl Hashish Road, Al Bostan Mall, Red Sea Governorate 84517",3RWJ+86 Hurghada 1,cleopatrabazar.com,4.2,400,North Sinai,https://maps.app.goo.gl/w5TTTeZ2mK9AiSHWA,3RWJ+86 Hurghada 1,27.095813,33.830562,https://lh5.googleusercontent.com/p/AF1QipOgM8WIbs1jOxPWN1vAy_K2mAux73R23NmUy-91,https://lh5.googleusercontent.com/p/AF1QipNHq_xoHIAZherLQ98j5HgIFeYC1lVRDQUM-ewe,https://lh5.googleusercontent.com/p/AF1QipMe48XEuiQkopFnyuUXflK8W9Eg1KMiFfjJ6GBE,https://lh5.googleusercontent.com/p/AF1QipPfJ_fXYsJ5Nymo5Wk9ImH7VzbDrANp6CsC_FdL,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM7CTdl6UJRSBVAns7bh1Tg9os-n7ogxCATt7xE,https://lh5.googleusercontent.com/p/AF1QipPfWtrPAESLBQOELs4iTye5IcnzpFXrj3T48KH6,https://lh5.googleusercontent.com/p/AF1QipOznJbMoDX91ewaMUUr8xAxNX5rvKSJMYDYuTUa,https://lh5.googleusercontent.com/p/AF1QipOgqri_LMvm_hv-Iy-aD6RlaI-EP4tjR6FStfC6,https://lh5.googleusercontent.com/p/AF1QipPuMuCdLDHO5mwwoD0e0UAoPYBnf_j_zNuT9Imt,Malls,North Sinai,Shopping mall
Shopping street,"3RWJ+7PR, Unnamed Road, Touristic Villages, Hurghada 1, Red Sea Governorate 1961630",not available,Not available,3.9,59,North Sinai,https://maps.app.goo.gl/SXdE5rojrX3rnaRt7,not available,27.095687,33.831812,https://lh5.googleusercontent.com/p/AF1QipOO1KudGZJzvSMSXYST9Ls71UBQws-GpYzZGI34,https://lh5.googleusercontent.com/p/AF1QipMwGM2FBn0NikRoX2t--UUWRNHNKSMNgZEQNu1B,https://lh5.googleusercontent.com/p/AF1QipMkjhPwayn5NSsDecY7lLGGk54NpHRIk7d_BCoV,https://lh5.googleusercontent.com/p/AF1QipP7Jt1vtIK0CwGCNtMsYVRIvRHDcwf_ZvE3IqxP,,,,,,https://lh5.googleusercontent.com/p/AF1QipOw9LYqWrjAvHgNyCF7H-cEyxInu3c6HRzJQsv8,https://lh5.googleusercontent.com/p/AF1QipPth-OjNYb-9ALu4yxCKnf1NR3tpE_czzflDhiN,https://lh5.googleusercontent.com/p/AF1QipND3w1VEtK60F8feDz04xZOLDiDZESH_wOzN3_l,https://lh5.googleusercontent.com/p/AF1QipOKN4Oem8lnSlK2b9vsVCnxFm9uOYY-egxbwC5F,,,,,,,,Malls,North Sinai,Shopping mall
Shopping Mall - Tropitel,"2V9R+V94, Hurghada 1, Red Sea Governorate 1960724",not available,Not available,2.4,24,North Sinai,https://maps.app.goo.gl/XTDVhE2zk8jBwDsF7,not available,27.019687,33.890937,https://lh5.googleusercontent.com/p/AF1QipNmI7GiCdqbxsA24xAyHX52hMuVCUBwWLtZa33k,https://lh5.googleusercontent.com/p/AF1QipMXLv6scU8n2et9U5ZukpqNu77q18P0F_gKywpK,https://lh5.googleusercontent.com/p/AF1QipNRg95ze0uwQAYh95zVfaBsD92bMEhB3ifW7LFd,https://lh5.googleusercontent.com/p/AF1QipNXw6BspTA1WaBdBCOY_tvxAYKDQjFU7rIuhqu-,,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMlCmDG7ZD-852-lWIK8zyViUjl7K_u2syPedTS,https://lh5.googleusercontent.com/p/AF1QipPiQwqBoWlVLrqCE64dC36LjbE_hc76dvnaMTDm,https://lh5.googleusercontent.com/p/AF1QipPqkjbdw6KsUf8EJdPEPIIN-uj1-J3PlCj-ozvR,https://lh5.googleusercontent.com/p/AF1QipPkfW510t0GQc3s4RoYRtDIsGMNIKNbrPaIUMHD,Malls,North Sinai,Shopping mall
Marina Mall,"5RGG+H92, Touristic Villages, Hurghada 1, Red Sea Governorate 1962621",not available,Not available,4.7,3,North Sinai,https://maps.app.goo.gl/HcS12Y5poHK4zFBx6,not available,27.176437,33.825938,https://lh5.googleusercontent.com/p/AF1QipP2zOudDiD5fLSzHJ9KCFBA1J_NwzhUp9KkGLpz,https://lh5.googleusercontent.com/p/AF1QipOCcZDJdFKoML7gGhbjbzfJP92XvcbAtcMUwd2i,https://lh5.googleusercontent.com/p/AF1QipNUgb0rrNCplL7ayEukXaDkualvoK9vGZhK-xdX,https://lh5.googleusercontent.com/p/AF1QipOT1L7ufzVeRNMDKNQnn4gbYn9n3tmBZsiJv1W-,https://lh5.googleusercontent.com/p/AF1QipNNv4Xmc4YW7pLq4fuRaNHVwsWtZ8XewWgOs_XU,https://lh5.googleusercontent.com/p/AF1QipPQCqkRuNrKHGmy73lcyhCzDEyBJ3e2KZexOmGI,,,,,,,,,,,,,,,Malls,North Sinai,Shopping mall
Cleopatra Bazar Head Office,"El Nakhel Mall, El Nahda st., El Hegaz st. (Abu Ashara Area, Hurghada, Red Sea Governorate",6RG8+GF Hurghada 1,cleopatrabazar.com,5.0,3,North Sinai,https://maps.app.goo.gl/PiA6Y2acuKxwMvdGA,6RG8+GF Hurghada 1,27.226250,33.816250,https://lh5.googleusercontent.com/p/AF1QipNGvwrVxwQx0I8Qk5Vdjv_xSMngmUvmeDWUVpP3,https://lh5.googleusercontent.com/p/AF1QipOv6D3XmR_osO8fMyCJNPq4BXbmIZW04ZLpQRMF,,,,,,,,,,,,,,,,,,,Malls,North Sinai,Shopping mall
PAUL SHOP HURGHADA,"Touristic Villages, Hurghada 1, Red Sea Governorate 1962751",5RQJ+63 Hurghada 1,paulshop.wixsite.com,4.9,21,North Sinai,https://maps.app.goo.gl/wj8iScrmeMNK9qaVA,5RQJ+63 Hurghada 1,27.188063,33.830188,https://lh5.googleusercontent.com/p/AF1QipPanz-PX1Hm9vO22Q1xfITlWbgKVrFO8xSb9wem,https://lh5.googleusercontent.com/p/AF1QipOwzEKDw8l5eTbMC7Gu7_xJy8Ctlczp2RtPKsiF,https://lh5.googleusercontent.com/p/AF1QipN7UjXRc7dAGv_eif0aIaZYeX73LSmpmd24eJNm,https://lh5.googleusercontent.com/p/AF1QipMFga39KHG6owKb2ERGsJneXtsjOomimOeKoJaH,https://lh5.googleusercontent.com/p/AF1QipNIreNMu9roznMOn0LUcBm60brr7n6c5c9fvKqh,,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMQN8lR6UQioiWHARXE9RHiT7vN9fpNBX6_BchF,https://lh5.googleusercontent.com/p/AF1QipPw5IqkPjlIIeOswTqXa8pr6rQ2L5G98vS5TmLf,https://lh5.googleusercontent.com/p/AF1QipM5c5hBz6oVM_XeELQojxEEhhH58lEIfiE45_Ro,Malls,North Sinai,Shopping mall
Rena market-Fashion boutiqe,"HURGHADA-SHERATON ROAD-EL BASHA STREET, Hurghada, Red Sea Governorate",6R8M+VG Hurghada 1,Not available,3.6,53,North Sinai,https://maps.app.goo.gl/tSudXNHs4Ky4aeWu7,6R8M+VG Hurghada 1,27.217188,33.833813,https://lh5.googleusercontent.com/p/AF1QipNWw78VisliazQYqiTM7nWUJf_wUbfEPTIccJpa,https://lh5.googleusercontent.com/p/AF1QipNoAJe7SEW_0nZUjkmeGgBrRSElXhGngjDiUxSF,https://lh5.googleusercontent.com/p/AF1QipNSmo_K49u3Kmlc91EGa0m2A2CFqaaA9drjOhNQ,https://lh5.googleusercontent.com/p/AF1QipNwysvClUdmyubqWHyOxz3JZ02leKeEgOfUR5UR,https://lh5.googleusercontent.com/p/AF1QipN8vFg0SEG-mYqfyCFzCmA-SOMI80LCGeOO6hGJ,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMnSLoc5bihe17dq7B3D4PK7gkI0UWt2pcHTpq3,https://lh5.googleusercontent.com/p/AF1QipNv5lZ_W2fSGF2fXmt1GUFs_8_xX7_HRz9oyE3s,https://lh5.googleusercontent.com/p/AF1QipMW_M6Kw-0aAKdQli5BITJyomwj9OB1yfSo8sPa,https://lh5.googleusercontent.com/p/AF1QipOA70qrqOdsryiIyh2vvhQta5f9kQVXvS42B8y1,Malls,North Sinai,Shopping mall
Narmer Megastore,"6RGR+VMC, Hurghada 1, Red Sea Governorate 84511",011 22000061,Not available,4.8,19,North Sinai,https://maps.app.goo.gl/6GsBZAxGDn8hwnEa8,not available,27.227187,33.841687,https://lh5.googleusercontent.com/p/AF1QipMyVKLHgfioF6P5w7z-MQ5M3Ks1CTAQl93tHl-5,https://lh5.googleusercontent.com/p/AF1QipPLJrFcf-o3YRb_O5JUVgzn0i3ektMWQyvZQ-Xq,https://lh5.googleusercontent.com/p/AF1QipNV_ZD-6TsL-Y3AcjWG0ukknUyL87CyWtCTbzRK,https://lh5.googleusercontent.com/p/AF1QipM41BHm8DttoePvFDwli_YQ1BZVClSmxIVriYJV,https://lh5.googleusercontent.com/p/AF1QipNsIEUc0zv1KpHjFI6RoDtgOzPZuiplyuNhTvqL,https://lh5.googleusercontent.com/p/AF1QipMCcb6ml28Lsw-DCroF_SghPS3NEnkXGBfamq4F,https://lh5.googleusercontent.com/p/AF1QipNQBLdmT0TPZkNfq1o3RALxVugYKufpKzzeMVkb,,,,,,,,,,,,,,Malls,North Sinai,Shopping mall
Cleopatra Bazar Mamsha Express,"Marlin inn resort, El Mamsha El Siahy, Khaligia Village, near, Red Sea Governorate 84517",5RRM+PQ Hurghada 1,cleopatrabazar.com,4.3,29,North Sinai,https://maps.app.goo.gl/fi9irnYaG53pjhZr8,,30.214188,31.460563,https://lh5.googleusercontent.com/p/AF1QipPGXKzwiS_UweQqdY-37bLHvM3Xps7icbqaZUHm,https://lh5.googleusercontent.com/p/AF1QipMIBUhRXLXzwvZkIHyFSpNkbVV9p0S1_mA2V1cH,,https://lh5.googleusercontent.com/p/AF1QipPhIhW9pkM-LK9Ki--_K_icnrIO-l-djMwrJS6L,,,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqwGBAlG8mEX_Duc9gjZHfq89vpFnFifpyfEOh,https://lh5.googleusercontent.com/p/AF1QipOkahc_ZOhHhcTfvjzETSDERHAzn_-bXekARXmb,https://lh5.googleusercontent.com/p/AF1QipOUsmhMNjCAGHTJZoa_zzbgkpk70IRwv9ITAtEw,Malls,North Sinai,Shopping mall
كارفور الدهار عرابيا,"ثان الغردقة،, Hurghada 2, Red Sea Governorate",not available,Not available,4.4,"1,957",North Sinai,https://maps.app.goo.gl/g2aGWZ3KmwZGWDdD9,7R4H+FG Hurghada 2,27.256250,33.828750,https://lh5.googleusercontent.com/p/AF1QipMxhqCpy8wu4zdQ4qJooGHvraP-KG32f8-mGTs0,https://lh5.googleusercontent.com/p/AF1QipMwRzxppNh5eSxIAeZAtRZuWLywOJINa0FeQiF1,https://lh5.googleusercontent.com/p/AF1QipO9sVKjj_1onxNab-u_5h7avGmCX3IyWGSSqe7u,https://lh5.googleusercontent.com/p/AF1QipPDfjRijr3k3neyQOn1YyGImR4tH7rURj-GIQl6,,,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO51M60K2gQTB3UyC1iybswrp5ecRgaGc5NR-zN,https://lh5.googleusercontent.com/p/AF1QipMy7ZL_3oMC6Ukq39ECPdolngPfu5cGGxqn4hxG,https://lh5.googleusercontent.com/p/AF1QipP9OY18nR54RIoOv36ObJgwTxHrbfH428LFj7Ve,Malls,North Sinai,Shopping mall
